parking_id,avg_occupancy_rate,p90_peak_occupancy_rate,demand_score,revenue_score,competition_score,strategic_fit_score,feasibility_score,attractiveness_score,acquisition_score,priority_segment,acquisition_rank,expected_monthly_platform_revenue_inr,expected_commission_pct,estimated_onboarding_cost_inr,documentation_readiness,operational_complexity,requires_capex,exclusivity_possible,estimated_setup_days,competitor_count_500m,competitor_count_1km,competitor_distance_proxy_m,aggregator_listed_count_1km,aggregator_penetration_rate,competitor_avg_hourly_rate_inr,nearest_live_network_distance_km,live_network_site_count,live_network_capacity_cars,avg_daily_platform_bookings,avg_daily_gross_revenue_inr,rank_stability_pct,stability_class,top_10_frequency_pct,top_20_frequency_pct,average_rank,best_rank,worst_rank,rank_standard_deviation,positive_reason_flags,constraint_reason_flags,recommendation,avg_daily_bookings,avg_daily_revenue_inr,revenue_per_space_inr,bookings_per_space,revenue_per_occupied_space_inr
95,0.2615298630136986,0.53948,16.86,43.94,45.05,60.25,42.58,37.45,38.22,AVOID,72,35896.87,12.5,142000.0,3,4,True,False,49,4,6,107.0,1,0.16666666666666666,55.0,2.1608562192306446,1,191,48.00821917808219,67966.81106849315,0.0,Highly Sensitive,0.0,0.0,71.0,62,79,4.16,,LOW_DEMAND|LOW_OWNER_READINESS|HIGH_ONBOARDING_COST|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,48.01,67966.81,149.05,0.1053,569.92
96,0.11993123287671233,0.37762,7.11,20.26,40.88,55.49,71.79,25.47,32.42,AVOID,96,9964.26,18.0,118500.0,4,3,True,False,39,4,7,107.0,0,0.0,30.0,2.2114543496234056,1,191,13.205479452054794,11260.508410958904,0.0,Highly Sensitive,0.0,0.0,93.0,82,105,6.67,HIGH_OWNER_READINESS,LOW_DEMAND|LOW_REVENUE|HIGH_ONBOARDING_COST|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,13.21,11260.51,53.37,0.0626,444.98
97,0.39190054794520546,0.65954,36.69,9.59,68.16,39.88,29.72,34.83,34.07,AVOID,90,5067.7,11.5,87500.0,2,4,True,False,43,0,2,677.0,1,0.5,45.0,0.9313044126464222,1,134,25.53972602739726,10277.627479452054,0.0,Highly Sensitive,0.0,0.0,91.45,72,101,7.9,LOW_COMPETITION,LOW_REVENUE|LOW_STRATEGIC_FIT|LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,25.54,10277.63,180.31,0.4481,460.09
98,0.20552712328767123,0.46348,14.73,31.03,65.27,28.95,29.68,30.95,30.76,AVOID,102,16561.98,12.5,70000.0,1,2,False,False,23,1,4,481.0,0,0.0,85.0,0.31971461202710816,1,134,43.61369863013699,40940.30019178082,0.0,Highly Sensitive,0.0,0.0,102.27,89,111,5.29,LOW_COMPETITION,LOW_DEMAND|LOW_STRATEGIC_FIT|LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED|NETWORK_CANNIBALIZATION_RISK,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,43.61,40940.3,257.49,0.2743,1252.81
99,0.3448978082191781,0.61248,29.11,43.46,67.1,54.8,63.81,44.57,47.46,DEVELOP,43,32083.57,17.5,100000.0,3,3,False,True,30,0,3,717.0,0,0.0,30.0,1.015416757107372,1,134,122.52876712328766,52000.15106849315,0.0,Highly Sensitive,0.0,0.0,43.55,42,47,1.3,LOW_COMPETITION,,Use sequenced low-cost outreach and validate the opportunity before escalating resources.,122.53,52000.15,206.35,0.4862,598.29
100,0.3655117808219178,0.62368,33.54,18.73,84.62,59.82,24.4,42.83,40.07,AVOID,67,8554.52,7.5,102500.0,2,4,True,False,45,1,1,176.0,0,0.0,55.0,2.68507136543401,1,134,58.942465753424656,32495.357835616436,0.0,Highly Sensitive,0.0,0.0,67.27,56,77,5.03,LOW_COMPETITION,LOW_REVENUE|LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,58.94,32495.36,321.74,0.5836,880.23
101,0.27114520547945203,0.54508,23.11,51.19,81.12,48.79,70.33,46.14,49.77,DEVELOP,38,49849.65,22.0,142500.0,5,4,False,False,38,1,1,120.0,0,0.0,50.0,0.8149111048890813,1,221,42.23287671232877,61288.00490410959,0.0,Highly Sensitive,0.0,0.0,37.64,31,46,3.84,LOW_COMPETITION|HIGH_OWNER_READINESS,HIGH_ONBOARDING_COST,Use sequenced low-cost outreach and validate the opportunity before escalating resources.,42.23,61288.0,153.6,0.1058,566.5
102,0.30592054794520546,0.5887,26.66,45.41,73.16,40.82,64.71,42.88,46.15,DEVELOP,47,29273.71,12.5,60000.0,3,2,False,False,26,1,2,120.0,0,0.0,120.0,0.9336194651489869,1,221,20.49041095890411,48189.23794520548,0.0,Highly Sensitive,0.0,0.0,48.0,46,54,2.3,LOW_COMPETITION,LOW_STRATEGIC_FIT,Use sequenced low-cost outreach and validate the opportunity before escalating resources.,20.49,48189.24,398.26,0.1693,1301.84
103,0.1905345205479452,0.45498,9.19,6.28,95.5,33.83,33.7,27.91,28.78,AVOID,108,4456.55,11.0,71500.0,1,1,True,False,22,0,0,1500.0,0,0.0,,0.7545031010474532,1,221,7.556164383561644,8903.93597260274,0.0,Highly Sensitive,0.0,0.0,108.09,101,114,3.32,LOW_COMPETITION,LOW_DEMAND|LOW_REVENUE|LOW_STRATEGIC_FIT|LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,7.56,8903.94,111.3,0.0945,584.14
104,0.37802438356164386,0.6692,36.64,47.92,46.06,66.03,61.33,46.81,48.99,ACQUIRE_NOW,40,42658.7,13.5,143500.0,4,3,False,True,31,1,5,443.0,2,0.4,50.0,1.4066617053888149,1,221,53.016438356164386,86044.13024657534,0.0,Highly Sensitive,0.0,0.0,39.73,36,45,2.09,NETWORK_GAP,HIGH_ONBOARDING_COST,Prioritise for named-owner outreach and commercial diligence.,53.02,86044.13,218.94,0.1349,579.17
105,0.3139405479452055,0.56516,26.44,28.99,61.26,37.16,68.31,35.22,40.19,DEVELOP,66,16442.99,15.0,92500.0,4,4,False,False,37,1,3,481.0,1,0.3333333333333333,15.0,0.4306463934957198,1,108,57.038356164383565,26605.818273972603,0.0,Highly Sensitive,0.0,0.0,66.36,61,72,3.11,LOW_COMPETITION|HIGH_OWNER_READINESS,LOW_STRATEGIC_FIT,Use sequenced low-cost outreach and validate the opportunity before escalating resources.,57.04,26605.82,65.53,0.1405,208.74
106,0.2755416438356164,0.51354,21.38,33.41,56.23,31.44,37.68,32.85,33.57,AVOID,91,19191.01,11.5,73000.0,3,4,False,True,45,0,4,579.0,1,0.25,30.0,0.4376625005481046,1,108,37.1945205479452,35733.86175342466,0.0,Highly Sensitive,0.0,0.0,93.27,81,104,6.09,,LOW_STRATEGIC_FIT|LOW_OWNER_READINESS|DECISION_MAKER_BLOCKED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,37.19,35733.86,180.47,0.1879,654.98
107,0.2563019178082192,0.5077200000000001,17.0,22.27,64.32,48.9,48.21,32.53,34.88,AVOID,83,9715.8,12.5,49500.0,1,2,False,True,17,1,3,249.0,0,0.0,60.0,1.2473129303747343,1,108,9.317808219178081,24405.363945205478,0.0,Highly Sensitive,0.0,0.0,84.0,79,88,2.45,LOW_COMPETITION,LOW_DEMAND|DOCUMENTATION_GAP,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,9.32,24405.36,316.95,0.121,1236.64
108,0.3230704109589041,0.5781000000000001,25.28,17.7,67.99,53.8,34.61,35.62,35.47,AVOID,81,8312.38,14.0,70500.0,1,3,False,False,22,1,3,249.0,0,0.0,40.0,1.3317220206434137,1,108,13.106849315068493,17255.679260273973,0.0,Highly Sensitive,0.0,0.0,81.73,74,91,3.72,LOW_COMPETITION,LOW_REVENUE|LOW_OWNER_READINESS|DOCUMENTATION_GAP,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,13.11,17255.68,141.44,0.1074,437.8
109,0.3418208219178082,0.604,27.59,1.33,78.13,53.75,33.63,33.4,33.44,AVOID,93,2384.56,9.0,46500.0,2,4,False,False,39,0,2,819.0,0,0.0,35.0,1.949006766663754,1,108,5.909589041095891,5632.241808219178,0.0,Highly Sensitive,0.0,0.0,91.45,78,101,6.18,LOW_COMPETITION,LOW_REVENUE|LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,5.91,5632.24,201.15,0.2111,588.47
110,0.20181890410958905,0.44828,6.5,23.98,50.62,57.76,57.54,28.47,32.83,AVOID,94,11462.66,16.0,63500.0,1,2,False,False,21,1,3,485.0,0,0.0,35.0,2.5162641242095165,0,0,18.78904109589041,15799.174767123288,0.0,Highly Sensitive,0.0,0.0,92.55,84,103,5.4,,LOW_DEMAND|DOCUMENTATION_GAP,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,18.79,15799.17,119.69,0.1423,593.06
111,0.33149890410958904,0.56924,23.32,13.96,27.47,56.99,56.75,27.24,31.67,AVOID,100,6864.53,16.5,96000.0,3,3,True,False,31,3,5,39.0,1,0.2,25.0,1.690299119239822,0,0,15.4,11105.156246575341,0.0,Highly Sensitive,0.0,0.0,98.64,89,105,4.81,,LOW_REVENUE|HIGH_COMPETITION|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,15.4,11105.16,91.78,0.1273,276.86
112,0.27054493150684933,0.5074000000000001,15.66,33.17,26.47,58.53,59.57,30.28,34.68,AVOID,84,17991.86,22.0,108500.0,4,3,True,False,34,3,5,39.0,0,0.0,15.0,1.704575089873221,0,0,25.194520547945206,22044.784,0.0,Highly Sensitive,0.0,0.0,85.45,73,93,6.13,,LOW_DEMAND|HIGH_COMPETITION|HIGH_ONBOARDING_COST|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED|COMPETITOR_PRICE_PRESSURE,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,25.19,22044.78,154.16,0.1762,569.81
113,0.28766082191780823,0.53746,17.67,5.25,30.43,52.12,32.34,22.35,23.85,AVOID,117,4259.96,11.5,93500.0,3,3,True,False,45,3,4,274.0,2,0.5,35.0,1.4136146203149471,0,0,9.783561643835617,11558.163945205479,0.0,Highly Sensitive,0.0,0.0,116.09,112,118,1.83,,LOW_REVENUE|HIGH_COMPETITION|LOW_OWNER_READINESS|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,9.78,11558.16,131.34,0.1112,456.59
114,0.26201753424657537,0.50206,13.34,9.0,50.74,58.6,40.64,26.65,28.75,AVOID,109,5317.76,13.5,103000.0,1,2,True,False,36,1,1,485.0,1,1.0,20.0,3.000350984716564,0,0,12.03013698630137,12433.692356164383,0.0,Highly Sensitive,0.0,0.0,108.18,101,112,2.95,,LOW_DEMAND|LOW_REVENUE|LOW_OWNER_READINESS|DOCUMENTATION_GAP|CAPEX_REQUIRED|COMPETITOR_PRICE_PRESSURE,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,12.03,12433.69,86.35,0.0835,329.54
115,0.14681123287671233,0.39654,6.02,0.0,27.1,50.68,80.31,15.85,25.52,AVOID,114,2898.67,21.0,39000.0,4,2,False,True,20,4,4,274.0,2,0.5,20.0,1.3670655898568913,0,0,5.1726027397260275,3916.648273972603,0.0,Highly Sensitive,0.0,0.0,112.18,104,118,4.41,HIGH_OWNER_READINESS,LOW_DEMAND|LOW_REVENUE|HIGH_COMPETITION|COMPETITOR_PRICE_PRESSURE,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,5.17,3916.65,45.02,0.0595,306.65
116,0.2452350684931507,0.48794,12.94,8.03,80.02,52.8,57.43,30.37,34.43,AVOID,88,4768.93,13.0,80000.0,3,3,True,False,49,1,1,320.0,0,0.0,40.0,1.6297976673055583,1,70,15.282191780821918,7900.524849315068,0.0,Highly Sensitive,0.0,0.0,86.0,70,94,6.45,LOW_COMPETITION,LOW_DEMAND|LOW_REVENUE|CAPEX_REQUIRED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,15.28,7900.52,121.55,0.2351,495.63
117,0.3184098630136986,0.5697599999999999,24.07,26.39,95.5,54.36,38.23,42.7,42.03,AVOID,60,12158.43,13.0,69500.0,2,4,False,True,34,0,0,1500.0,0,0.0,,1.803843556570728,1,70,44.1013698630137,19975.407726027395,0.0,Highly Sensitive,0.0,0.0,60.0,53,65,3.02,LOW_COMPETITION,LOW_OWNER_READINESS|DOCUMENTATION_GAP|DECISION_MAKER_BLOCKED,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,44.1,19975.41,214.79,0.4742,674.57
118,0.3730002739726027,0.62862,28.85,60.61,54.59,65.68,56.66,49.23,50.35,PURSUE,36,78078.57,18.0,179500.0,4,4,False,True,26,1,2,108.0,1,0.5,35.0,1.5685059017675245,1,70,178.9150684931507,118403.07115068493,0.0,Highly Sensitive,0.0,0.0,36.27,32,39,1.81,HIGH_REVENUE|NETWORK_GAP,HIGH_ONBOARDING_COST|DECISION_MAKER_BLOCKED,Assign senior BD to resolve the recorded feasibility constraints before commercial negotiation.,178.92,118403.07,261.38,0.395,700.74
119,0.2385295890410959,0.49312,12.35,1.77,72.9,52.91,58.78,27.08,31.84,AVOID,97,3478.41,14.0,54500.0,3,3,False,False,8,1,1,108.0,0,0.0,20.0,1.5546508492603874,1,70,13.657534246575343,5634.798,0.0,Highly Sensitive,0.0,0.0,95.64,84,105,5.73,LOW_COMPETITION,LOW_DEMAND|LOW_REVENUE|COMPETITOR_PRICE_PRESSURE,Do not allocate active BD capacity; revisit only when the market or owner posture changes.,13.66,5634.8,84.1,0.2038,352.58
120,0.27619342465753427,0.5277000000000001,16.84,48.19,73.8,57.65,66.77,43.31,46.83,DEVELOP,44,34977.6,18.5,86000.0,3,1,True,True,28,1,2,320.0,0,0.0,80.0,1.8532791938214346,1,70,52.31232876712329,34938.51221917808,0.0,Highly Sensitive,0.0,0.0,44.45,40,49,2.74,LOW_COMPETITION|HIGH_OWNER_READINESS,LOW_DEMAND|DECISION_MAKER_BLOCKED|CAPEX_REQUIRED,Use sequenced low-cost outreach and validate the opportunity before escalating resources.,52.31,34938.51,229.86,0.3442,832.24
