parking_id,activity_date,peak_occupancy_rate,avg_occupancy_rate,vehicle_entries,platform_bookings,booking_cancellations,gross_parking_revenue_inr,avg_park_duration_hours
5,2026-03-17,0.7653,0.5878,500,106,1,46029.82,2.12
6,2026-03-17,0.731,0.5508,1300,314,8,178134.18,2.87
7,2026-03-17,0.6941,0.5228,306,70,3,43766.83,2.27
8,2026-03-17,0.5169,0.4054,435,97,3,106636.16,2.51
9,2026-03-17,0.592,0.4779,282,53,2,47595.66,2.72
10,2026-03-17,0.7008,0.5589,262,41,3,37558.22,2.93
11,2026-03-17,0.546,0.3689,330,75,6,37774.79,2.8
12,2026-03-17,0.6759,0.5456,470,118,3,44451.56,2.37
13,2026-03-17,0.6843,0.5379,2317,448,17,262254.07,2.51
14,2026-03-17,0.6007,0.4627,700,145,4,72167.95,2.9
15,2026-03-17,0.5803,0.4743,1435,331,13,157060.6,3.05
16,2026-03-17,0.5519,0.4676,1063,257,11,92038.87,2.52
17,2026-03-17,0.6498,0.5935,817,199,13,93929.34,2.72
18,2026-03-17,0.9042,0.7465,1754,440,26,195733.33,3.2
19,2026-03-17,0.5656,0.3702,660,159,8,88826.91,2.67
20,2026-03-17,0.3899,0.3485,256,37,4,30311.51,2.55
21,2026-03-17,0.7485,0.5572,1514,342,19,287895.34,2.71
22,2026-03-17,0.6326,0.5029,1841,376,14,218138.49,2.56
23,2026-03-17,0.4911,0.2864,338,51,4,31466.21,2.5
24,2026-03-17,0.3888,0.2247,132,33,1,15678.34,3.15
25,2026-03-17,0.4022,0.2273,166,31,5,19458.29,3.35
26,2026-03-17,0.4051,0.2749,754,127,4,60194.68,2.86
27,2026-03-17,0.4092,0.2492,428,80,3,17101.42,2.75
28,2026-03-17,0.3394,0.2052,178,29,0,27161.84,3.12
29,2026-03-17,0.5944,0.4268,423,57,5,74964.44,3.09
30,2026-03-17,0.5185,0.3404,205,43,2,23056.9,2.99
31,2026-03-17,0.461,0.2567,574,117,4,29556.03,2.84
32,2026-03-17,0.7255,0.5873,747,106,5,45104.39,2.82
33,2026-03-17,0.4949,0.3929,489,59,5,74086.38,6.05
34,2026-03-17,0.5183,0.2895,270,40,2,43711.89,5.97
35,2026-03-17,0.5694,0.3668,58,10,1,11105.78,5.72
36,2026-03-17,0.4408,0.2965,462,91,3,22264.95,1.81
37,2026-03-17,0.5411,0.3086,396,57,3,38947.1,2.3
38,2026-03-17,0.5726,0.4696,496,78,3,38517.55,2.22
39,2026-03-17,0.4394,0.2834,149,20,0,10251.23,2.62
40,2026-03-17,0.5753,0.4137,923,128,7,97564.92,1.94
41,2026-03-17,0.5521,0.3879,1585,382,10,138456.0,1.68
42,2026-03-17,0.7108,0.5771,864,163,8,43349.31,1.23
43,2026-03-17,0.8544,0.69,1174,200,3,156467.31,1.89
44,2026-03-17,0.5493,0.3744,312,68,4,32302.34,2.06
45,2026-03-17,0.5005,0.3627,1979,425,19,184126.9,2.76
46,2026-03-17,0.5216,0.4343,905,211,9,55037.84,2.28
47,2026-03-17,0.5911,0.3729,427,51,1,29251.59,1.49
48,2026-03-17,0.7239,0.5954,274,38,4,18839.38,2.09
49,2026-03-17,0.6912,0.5042,244,34,4,15059.24,2.58
50,2026-03-17,0.5531,0.419,215,29,3,17922.89,2.15
51,2026-03-17,0.8364,0.6196,278,58,0,23512.23,2.39
52,2026-03-17,0.7003,0.5196,1649,372,18,105176.5,1.97
53,2026-03-17,0.3183,0.1855,226,37,1,16145.75,2.2
54,2026-03-17,0.4544,0.3174,238,32,0,14684.4,1.7
55,2026-03-17,0.5554,0.427,757,185,9,64607.56,2.29
56,2026-03-17,0.351,0.2423,596,74,4,21717.9,1.47
57,2026-03-17,0.4264,0.2716,101,17,0,14959.6,4.93
58,2026-03-17,0.3149,0.1451,19,5,1,1564.04,5.24
59,2026-03-17,0.4339,0.2374,207,21,1,23701.25,4.7
60,2026-03-17,0.3435,0.2195,82,10,0,10862.35,5.02
61,2026-03-17,0.445,0.3146,270,39,0,17808.58,4.66
62,2026-03-17,0.4837,0.3229,91,19,0,27673.57,5.8
63,2026-03-17,0.5131,0.3945,239,40,0,90577.92,5.49
64,2026-03-17,0.4224,0.25,93,7,0,22498.11,5.61
65,2026-03-17,0.5554,0.3614,226,57,1,38105.4,5.37
66,2026-03-17,0.4296,0.2872,150,28,1,26096.29,5.63
67,2026-03-17,0.3821,0.2247,180,37,1,38288.11,5.66
68,2026-03-17,0.4424,0.2938,552,113,7,83516.41,5.19
69,2026-03-17,0.4842,0.2752,60,13,0,17459.11,5.87
70,2026-03-17,0.3365,0.1321,18,1,0,3515.41,6.05
71,2026-03-17,0.3642,0.143,217,23,3,49129.57,5.64
72,2026-03-17,0.5378,0.4058,1111,215,9,144896.56,2.92
73,2026-03-17,0.3639,0.2623,198,37,3,21995.96,3.17
74,2026-03-17,0.1849,0.0831,231,42,3,10595.31,2.58
75,2026-03-17,0.4032,0.2382,739,154,15,99776.29,2.76
76,2026-03-17,0.3861,0.2484,78,4,0,4485.02,2.94
77,2026-03-17,0.3403,0.2587,264,29,0,28444.72,2.77
78,2026-03-17,0.5001,0.3036,127,18,1,11989.57,3.39
79,2026-03-17,0.4199,0.2332,42,9,1,3030.08,3.07
80,2026-03-17,0.5197,0.4152,380,60,3,30773.53,2.91
81,2026-03-17,0.3024,0.1496,64,12,0,5716.81,2.51
82,2026-03-17,0.5083,0.4123,120,11,0,11129.75,3.25
83,2026-03-17,0.3661,0.3105,442,84,4,67726.94,3.21
84,2026-03-17,0.229,0.107,396,54,2,47166.78,2.95
85,2026-03-17,0.5145,0.3815,224,41,4,31112.0,3.42
86,2026-03-17,0.4793,0.2714,133,28,2,16231.5,2.58
87,2026-03-17,0.3612,0.201,249,43,0,46781.68,5.83
88,2026-03-17,0.2851,0.19,141,23,0,21120.27,5.84
89,2026-03-17,0.4797,0.2861,85,20,2,17595.26,5.74
90,2026-03-17,0.5193,0.3503,456,70,2,62231.16,5.27
91,2026-03-17,0.1713,0.0464,8,1,1,2142.05,5.76
92,2026-03-17,0.2855,0.1133,36,3,0,8656.39,5.99
93,2026-03-17,0.3228,0.2,66,16,2,14472.63,5.83
94,2026-03-17,0.3546,0.166,37,10,0,9095.58,5.94
95,2026-03-17,0.4453,0.2703,348,50,1,67820.41,5.26
96,2026-03-17,0.2311,0.0817,61,13,1,7894.98,5.62
97,2026-03-17,0.5382,0.3995,159,26,0,11660.36,2.21
98,2026-03-17,0.3453,0.181,295,36,2,35725.57,2.38
99,2026-03-17,0.6123,0.4162,1072,144,10,60828.3,2.11
100,2026-03-17,0.6445,0.4653,635,84,4,30046.77,1.89
101,2026-03-17,0.4251,0.3077,349,61,3,61827.88,5.95
102,2026-03-17,0.649,0.4619,167,39,2,60884.3,5.34
103,2026-03-17,0.4561,0.2787,65,10,1,12821.01,5.36
104,2026-03-17,0.543,0.394,416,56,3,89267.44,5.81
105,2026-03-17,0.3987,0.2291,296,36,1,18663.42,5.29
106,2026-03-17,0.3586,0.2243,197,34,3,41422.85,6.22
107,2026-03-17,0.5369,0.3521,123,20,1,33113.99,5.7
108,2026-03-17,0.6192,0.4219,158,26,1,27198.75,5.69
109,2026-03-17,0.4574,0.2798,18,2,0,2937.7,5.77
110,2026-03-17,0.4539,0.2356,136,27,1,15353.86,5.17
111,2026-03-17,0.4644,0.2909,82,10,1,7378.99,5.32
112,2026-03-17,0.386,0.2349,190,28,1,23904.76,4.68
113,2026-03-17,0.4035,0.243,81,8,0,12522.34,4.88
114,2026-03-17,0.4544,0.2952,140,18,3,16744.98,5.0
115,2026-03-17,0.2192,0.0654,19,3,0,1818.71,5.04
116,2026-03-17,0.3043,0.1974,77,12,1,5491.0,2.65
117,2026-03-17,0.6133,0.3666,343,76,4,21895.87,2.53
118,2026-03-17,0.4787,0.3434,1106,171,9,118886.22,3.06
119,2026-03-17,0.2893,0.1371,53,12,0,3820.27,2.71
120,2026-03-17,0.3818,0.2669,243,45,2,33093.6,3.22
1,2026-03-18,0.7599,0.6675,1028,272,12,185772.46,2.64
2,2026-03-18,0.4795,0.3759,1149,291,10,141217.49,2.28
3,2026-03-18,0.6647,0.481,301,70,2,76793.38,2.26
4,2026-03-18,0.5654,0.4306,431,109,6,65896.58,2.98
5,2026-03-18,0.8266,0.6795,471,98,4,51118.33,2.41
6,2026-03-18,0.6089,0.4976,1272,313,7,220872.74,2.72
7,2026-03-18,0.7164,0.5662,313,69,2,67872.44,2.43
8,2026-03-18,0.6267,0.4123,510,121,4,96061.24,2.2
9,2026-03-18,0.527,0.4364,308,58,1,42618.34,2.5
10,2026-03-18,0.6365,0.4584,248,46,3,32728.09,2.62
11,2026-03-18,0.398,0.2257,271,62,4,33128.11,2.26
12,2026-03-18,0.6076,0.477,331,74,5,45864.92,2.65
13,2026-03-18,0.7062,0.5182,1865,369,19,298291.2,2.98
14,2026-03-18,0.6519,0.4882,680,160,5,65641.26,2.87
15,2026-03-18,0.4995,0.345,1334,304,11,128941.51,2.32
16,2026-03-18,0.8481,0.6748,1543,364,15,134505.09,2.56
17,2026-03-18,0.7516,0.5679,908,210,5,98952.3,2.26
18,2026-03-18,0.8177,0.6961,2004,510,25,219326.43,2.55
19,2026-03-18,0.6516,0.4343,801,188,9,81092.91,2.5
20,2026-03-18,0.5578,0.4315,348,54,3,32648.79,2.26
21,2026-03-18,0.6046,0.4778,1278,326,17,207322.93,2.82
22,2026-03-18,0.5644,0.4465,1430,259,16,231597.97,2.87
23,2026-03-18,0.453,0.3269,358,64,1,35091.11,2.66
24,2026-03-18,0.3543,0.2164,182,39,0,15622.34,2.72
25,2026-03-18,0.3994,0.2391,162,35,3,20214.81,3.4
26,2026-03-18,0.4301,0.266,824,173,11,46548.48,2.57
27,2026-03-18,0.3695,0.2695,573,103,5,23561.25,2.29
28,2026-03-18,0.374,0.3066,237,49,3,49984.9,3.04
29,2026-03-18,0.5338,0.3264,412,51,2,40902.2,2.39
30,2026-03-18,0.5236,0.3059,231,41,1,25758.49,2.66
31,2026-03-18,0.3714,0.2405,471,88,7,27836.41,3.05
32,2026-03-18,0.4813,0.4056,571,81,2,31014.22,2.48
33,2026-03-18,0.5139,0.3194,390,38,2,45974.3,5.71
34,2026-03-18,0.6211,0.414,406,52,2,69926.52,5.92
35,2026-03-18,0.4168,0.2849,49,8,1,9118.46,5.5
36,2026-03-18,0.4946,0.3467,471,89,2,27907.1,2.11
37,2026-03-18,0.4861,0.4255,631,87,4,48933.19,2.09
38,2026-03-18,0.4361,0.2691,284,35,3,21997.26,1.98
39,2026-03-18,0.3984,0.2829,184,25,0,10692.25,1.95
40,2026-03-18,0.5508,0.3902,776,119,6,97835.61,2.22
41,2026-03-18,0.5444,0.3468,1104,273,17,124520.89,2.19
42,2026-03-18,0.702,0.546,598,106,2,31467.86,1.71
43,2026-03-18,0.6726,0.483,709,97,5,77821.0,2.27
44,2026-03-18,0.6076,0.3779,490,101,2,36202.2,1.47
45,2026-03-18,0.4529,0.2389,1945,407,22,125158.83,1.85
46,2026-03-18,0.6761,0.5019,1133,229,11,61247.31,2.08
47,2026-03-18,0.5246,0.3566,276,34,5,26789.48,2.21
48,2026-03-18,0.8409,0.6137,393,46,2,17697.67,1.35
49,2026-03-18,0.6521,0.5017,430,71,2,12424.34,1.79
50,2026-03-18,0.5594,0.4119,327,58,1,21148.61,1.51
51,2026-03-18,0.6843,0.5039,310,92,3,17817.09,1.53
52,2026-03-18,0.5958,0.4584,1523,362,17,88066.06,1.87
53,2026-03-18,0.27,0.1719,303,58,4,20393.39,1.88
54,2026-03-18,0.4803,0.319,185,21,0,14059.23,2.41
55,2026-03-18,0.6965,0.561,1078,244,13,80662.84,2.02
56,2026-03-18,0.5446,0.3572,494,62,3,27253.79,2.59
57,2026-03-18,0.4265,0.1751,99,13,1,13838.95,4.71
58,2026-03-18,0.4256,0.2337,32,3,0,2078.59,4.69
59,2026-03-18,0.341,0.2024,153,21,0,19503.91,5.33
60,2026-03-18,0.3971,0.2234,76,13,1,11255.12,5.61
61,2026-03-18,0.3347,0.1779,124,10,1,9583.18,4.95
62,2026-03-18,0.3786,0.1679,42,3,0,15300.59,5.91
63,2026-03-18,0.5505,0.3503,179,24,0,74525.23,5.74
64,2026-03-18,0.343,0.2389,82,11,0,17853.63,5.4
65,2026-03-18,0.5328,0.3186,213,49,3,40380.49,6.21
66,2026-03-18,0.4838,0.3507,172,23,0,37203.63,5.52
67,2026-03-18,0.3943,0.227,186,39,3,42811.01,6.1
68,2026-03-18,0.4048,0.2826,448,74,4,93410.96,6.23
69,2026-03-18,0.4795,0.2789,65,13,0,16479.75,5.99
70,2026-03-18,0.3465,0.2345,37,3,1,5827.31,5.62
71,2026-03-18,0.278,0.1237,170,21,0,35801.31,5.82
72,2026-03-18,0.5131,0.2308,544,86,3,77163.34,3.24
73,2026-03-18,0.3444,0.1947,128,21,2,11994.45,3.03
74,2026-03-18,0.1697,0.072,220,49,0,10590.3,2.43
75,2026-03-18,0.2994,0.1981,609,118,7,85947.66,3.07
76,2026-03-18,0.4143,0.23,79,6,0,5499.34,2.54
77,2026-03-18,0.3176,0.1628,203,26,0,17091.39,2.47
78,2026-03-18,0.554,0.4339,221,42,1,21294.25,2.59
79,2026-03-18,0.4412,0.2736,78,14,1,4199.08,2.81
80,2026-03-18,0.5666,0.4327,382,49,2,39142.58,3.26
81,2026-03-18,0.5074,0.3426,154,26,2,9376.21,2.35
82,2026-03-18,0.6364,0.4244,117,13,1,10170.69,3.0
83,2026-03-18,0.5648,0.4118,765,157,8,92261.22,2.54
84,2026-03-18,0.38,0.1975,666,112,6,78679.12,3.07
85,2026-03-18,0.5281,0.4128,418,91,2,33848.06,2.0
86,2026-03-18,0.5385,0.3633,163,24,3,28897.83,3.03
87,2026-03-18,0.3941,0.239,318,52,2,55460.74,5.86
88,2026-03-18,0.4163,0.2541,199,36,1,32212.14,6.23
89,2026-03-18,0.4384,0.3049,93,14,2,19957.02,5.63
90,2026-03-18,0.5057,0.3642,452,66,3,65300.58,5.51
91,2026-03-18,0.1808,0.105,27,3,0,6320.14,5.56
92,2026-03-18,0.3974,0.2515,94,10,1,16138.4,5.45
93,2026-03-18,0.4894,0.3033,121,15,1,21784.51,5.87
94,2026-03-18,0.3411,0.1934,65,14,0,13394.46,6.39
95,2026-03-18,0.4776,0.2891,348,48,2,86417.13,5.81
96,2026-03-18,0.2726,0.097,62,6,1,9296.56,5.88
97,2026-03-18,0.4803,0.3405,148,19,1,8443.69,1.91
98,2026-03-18,0.1755,0.0709,188,11,1,17943.48,1.84
99,2026-03-18,0.5176,0.3967,928,159,6,62518.27,2.42
100,2026-03-18,0.5624,0.3923,435,65,3,36201.44,2.38
101,2026-03-18,0.5743,0.3591,466,64,3,86523.99,5.49
102,2026-03-18,0.4959,0.3158,117,20,1,46536.88,5.8
103,2026-03-18,0.5238,0.2983,83,18,1,14789.56,5.54
104,2026-03-18,0.4916,0.3295,357,54,1,82459.92,5.89
105,2026-03-18,0.3093,0.1857,249,49,1,17966.5,5.52
106,2026-03-18,0.5216,0.3274,270,39,3,45202.48,6.13
107,2026-03-18,0.5674,0.3729,122,9,0,30188.44,5.29
108,2026-03-18,0.4974,0.3338,112,13,0,15546.71,5.99
109,2026-03-18,0.5269,0.4116,50,9,0,7814.62,6.17
110,2026-03-18,0.347,0.1949,125,24,1,14006.59,4.41
111,2026-03-18,0.5029,0.3257,116,14,1,8446.81,4.61
112,2026-03-18,0.3561,0.2028,142,22,0,16799.66,5.08
113,2026-03-18,0.4564,0.3035,89,17,2,12013.07,4.62
114,2026-03-18,0.439,0.2847,120,19,2,14425.3,4.77
115,2026-03-18,0.3263,0.1397,42,5,1,4024.95,4.98
116,2026-03-18,0.3878,0.2332,84,13,0,6099.13,2.48
117,2026-03-18,0.3988,0.2378,209,38,0,16869.07,2.87
118,2026-03-18,0.5072,0.3527,1407,193,10,122741.37,2.59
119,2026-03-18,0.3171,0.1286,43,7,0,2459.11,2.65
120,2026-03-18,0.4681,0.2799,251,53,9,28779.57,2.96
1,2026-03-19,0.7305,0.5983,821,199,10,139925.91,2.75
2,2026-03-19,0.4582,0.3272,958,211,10,161192.64,2.42
3,2026-03-19,0.6954,0.5584,332,86,3,75894.28,2.34
4,2026-03-19,0.6328,0.4764,538,112,5,73831.86,2.49
5,2026-03-19,0.5907,0.48,399,86,1,36156.57,2.38
6,2026-03-19,0.7747,0.5653,1362,325,12,267645.77,2.8
7,2026-03-19,0.6189,0.498,208,50,3,43490.73,2.98
8,2026-03-19,0.5211,0.4249,422,99,8,110833.95,2.83
9,2026-03-19,0.6714,0.5458,412,73,2,73944.19,2.25
10,2026-03-19,0.7016,0.4915,264,52,1,41282.32,2.8
11,2026-03-19,0.4301,0.289,367,72,2,30423.63,1.89
12,2026-03-19,0.6238,0.5069,355,74,1,59668.89,3.04
13,2026-03-19,0.6523,0.539,2030,384,16,220940.53,2.71
14,2026-03-19,0.5835,0.4252,537,140,7,78035.77,3.58
15,2026-03-19,0.5715,0.4654,1488,351,13,138708.6,2.9
16,2026-03-19,0.5985,0.4547,871,192,1,97996.64,2.94
17,2026-03-19,0.8272,0.6292,843,247,7,125442.27,2.72
18,2026-03-19,0.8332,0.6988,2264,543,18,228993.81,2.43
19,2026-03-19,0.602,0.4722,844,197,4,100590.83,2.7
20,2026-03-19,0.5442,0.3808,273,47,1,28044.49,2.55
21,2026-03-19,0.6478,0.5264,1160,277,6,239861.26,3.35
22,2026-03-19,0.5969,0.45,1555,288,20,211633.35,2.73
23,2026-03-19,0.41,0.2351,236,63,4,26418.47,3.18
24,2026-03-19,0.2335,0.1256,69,10,0,7511.52,3.21
25,2026-03-19,0.3745,0.3316,262,49,1,36663.97,2.92
26,2026-03-19,0.385,0.2767,698,136,4,58209.88,3.23
27,2026-03-19,0.3908,0.233,468,98,5,24185.22,2.19
28,2026-03-19,0.526,0.3147,351,57,2,50587.29,2.59
29,2026-03-19,0.5088,0.3431,359,52,4,59270.22,3.0
30,2026-03-19,0.4666,0.3013,202,34,2,25834.23,2.8
31,2026-03-19,0.3385,0.1833,320,57,2,24364.12,3.79
32,2026-03-19,0.7344,0.6106,858,125,4,44469.69,2.37
33,2026-03-19,0.4984,0.284,320,39,6,48976.31,5.98
34,2026-03-19,0.5354,0.3492,334,44,3,55038.2,5.77
35,2026-03-19,0.4483,0.3236,36,7,0,8178.2,5.7
36,2026-03-19,0.4894,0.3087,378,78,5,26741.31,2.4
37,2026-03-19,0.6036,0.4092,884,121,6,48283.37,1.35
38,2026-03-19,0.4439,0.2433,289,38,3,18901.16,1.83
39,2026-03-19,0.4942,0.3327,214,39,1,14041.31,1.93
40,2026-03-19,0.4543,0.2874,659,103,1,58905.6,1.93
41,2026-03-19,0.5429,0.3365,1262,335,18,122376.09,1.86
42,2026-03-19,0.7505,0.5191,417,78,3,36739.79,2.19
43,2026-03-19,0.7383,0.5519,687,122,5,102367.57,2.71
44,2026-03-19,0.5677,0.395,317,61,5,42567.62,2.34
45,2026-03-19,0.4349,0.2873,2255,505,23,151604.94,1.84
46,2026-03-19,0.6613,0.5598,1861,417,20,56657.97,1.52
47,2026-03-19,0.4094,0.2564,243,29,2,18569.26,1.76
48,2026-03-19,0.7165,0.5926,241,28,1,21790.71,2.01
49,2026-03-19,0.7351,0.5401,501,88,4,18858.74,1.73
50,2026-03-19,0.5477,0.4211,215,30,0,16625.27,2.1
51,2026-03-19,0.752,0.5861,319,76,4,16447.08,2.05
52,2026-03-19,0.7672,0.5849,2000,477,16,97273.81,1.91
53,2026-03-19,0.296,0.1451,206,30,1,19219.28,2.27
54,2026-03-19,0.368,0.2678,136,15,0,12548.72,2.55
55,2026-03-19,0.638,0.4679,814,196,8,77874.32,2.35
56,2026-03-19,0.5079,0.3574,652,84,4,29416.39,1.93
57,2026-03-19,0.5606,0.3656,180,34,0,27209.87,4.64
58,2026-03-19,0.3191,0.1759,22,4,0,1422.66,4.76
59,2026-03-19,0.4682,0.286,253,40,3,20654.77,4.4
60,2026-03-19,0.3295,0.2324,70,5,0,9173.74,4.89
61,2026-03-19,0.4138,0.2366,181,34,1,13840.28,5.14
62,2026-03-19,0.3814,0.2124,62,6,1,22089.02,5.78
63,2026-03-19,0.4351,0.3391,171,31,1,74571.76,5.94
64,2026-03-19,0.4272,0.3043,85,12,0,19712.68,5.67
65,2026-03-19,0.5551,0.3328,250,48,4,47081.47,5.59
66,2026-03-19,0.4465,0.3136,141,23,1,26265.32,5.67
67,2026-03-19,0.5923,0.4018,296,64,3,51364.4,6.08
68,2026-03-19,0.3847,0.2849,497,97,3,69209.19,5.43
69,2026-03-19,0.3482,0.2306,31,8,1,9063.38,6.17
70,2026-03-19,0.3775,0.2,33,3,1,5590.18,5.83
71,2026-03-19,0.2961,0.1369,176,22,1,34044.18,5.53
72,2026-03-19,0.5192,0.3997,1020,187,10,129567.52,2.99
73,2026-03-19,0.4398,0.3122,214,37,2,27607.85,2.98
74,2026-03-19,0.2874,0.1588,596,124,10,21393.95,1.95
75,2026-03-19,0.2536,0.1172,322,62,4,49285.61,2.99
76,2026-03-19,0.4372,0.2476,78,13,0,4899.08,3.03
77,2026-03-19,0.4101,0.2909,353,53,3,32385.09,2.51
78,2026-03-19,0.5214,0.2931,109,17,0,11378.48,3.26
79,2026-03-19,0.4314,0.2787,53,6,2,3420.45,3.01
80,2026-03-19,0.4978,0.3238,423,60,3,28687.58,2.32
81,2026-03-19,0.3795,0.1835,74,12,1,6742.57,2.77
82,2026-03-19,0.5778,0.3905,135,14,2,15800.71,3.16
83,2026-03-19,0.4985,0.3351,555,108,9,90235.43,2.91
84,2026-03-19,0.303,0.2104,797,118,4,71924.78,2.58
85,2026-03-19,0.5822,0.4415,329,67,3,38077.57,2.95
86,2026-03-19,0.3874,0.2619,125,24,2,19176.59,2.84
87,2026-03-19,0.3076,0.2053,248,40,4,45777.08,5.88
88,2026-03-19,0.3606,0.202,144,14,2,28337.85,5.75
89,2026-03-19,0.373,0.2287,66,7,0,13767.72,5.23
90,2026-03-19,0.6344,0.4795,611,83,3,104435.61,5.57
91,2026-03-19,0.3943,0.2162,48,3,0,8726.16,5.86
92,2026-03-19,0.4267,0.3013,116,13,1,22969.98,4.9
93,2026-03-19,0.3836,0.2217,87,12,0,13813.93,5.24
94,2026-03-19,0.4131,0.2363,77,8,0,14877.1,5.5
95,2026-03-19,0.5008,0.3709,506,75,1,117590.13,5.28
96,2026-03-19,0.2994,0.1531,122,17,1,14687.12,4.9
97,2026-03-19,0.5844,0.4089,169,21,0,13029.75,2.22
98,2026-03-19,0.2718,0.1522,394,50,2,30691.03,1.5
99,2026-03-19,0.5812,0.4546,1520,196,5,65958.6,1.7
100,2026-03-19,0.5268,0.3935,556,57,2,30419.12,1.74
101,2026-03-19,0.3933,0.2916,337,48,4,65141.53,5.93
102,2026-03-19,0.7239,0.5138,211,39,2,86189.92,5.25
103,2026-03-19,0.3956,0.2402,61,10,1,10050.69,5.55
104,2026-03-19,0.4567,0.3015,343,30,1,60334.67,5.38
105,2026-03-19,0.3552,0.2277,306,46,3,16587.86,5.65
106,2026-03-19,0.4431,0.3432,263,49,3,44018.71,6.34
107,2026-03-19,0.4849,0.3333,123,13,2,30616.82,5.32
108,2026-03-19,0.4924,0.3184,96,10,0,16113.47,6.02
109,2026-03-19,0.4054,0.232,25,3,0,3769.96,6.12
110,2026-03-19,0.3795,0.2716,168,31,1,21728.99,4.86
111,2026-03-19,0.42,0.2456,82,18,1,7292.5,4.99
112,2026-03-19,0.3412,0.2452,200,28,1,19867.89,4.43
113,2026-03-19,0.4271,0.3234,77,9,0,8911.69,4.99
114,2026-03-19,0.4303,0.2793,92,13,1,13832.22,5.52
115,2026-03-19,0.2449,0.0634,23,3,0,1847.61,4.87
116,2026-03-19,0.3709,0.2518,78,16,2,6538.95,2.97
117,2026-03-19,0.4036,0.2576,180,36,1,16129.12,3.08
118,2026-03-19,0.5719,0.4148,1374,200,20,132160.52,3.01
119,2026-03-19,0.2509,0.0929,28,5,0,1587.61,2.8
120,2026-03-19,0.4425,0.2849,244,48,6,38039.24,3.52
1,2026-03-20,0.9636,0.7284,1086,271,12,207884.1,2.59
2,2026-03-20,0.5741,0.4124,989,250,5,177769.48,2.75
3,2026-03-20,0.6999,0.5198,321,70,8,72190.55,2.43
4,2026-03-20,0.6221,0.4453,469,94,6,60508.81,2.63
5,2026-03-20,0.6677,0.5458,303,79,0,40922.28,2.99
6,2026-03-20,0.8253,0.6754,1662,405,16,261443.55,2.73
7,2026-03-20,0.6071,0.4546,196,48,1,41413.57,2.72
8,2026-03-20,0.765,0.5778,466,97,6,143001.75,2.98
9,2026-03-20,0.653,0.4623,349,70,1,47572.3,2.14
10,2026-03-20,0.6727,0.5343,279,49,2,46267.25,2.7
11,2026-03-20,0.39,0.2281,205,31,2,26101.88,2.93
12,2026-03-20,0.5933,0.4773,336,74,3,37975.02,3.24
13,2026-03-20,0.623,0.4529,1833,398,13,213438.99,2.53
14,2026-03-20,0.6487,0.4638,722,173,6,64128.52,2.68
15,2026-03-20,0.6458,0.5004,1609,358,5,162522.56,2.75
16,2026-03-20,0.5626,0.3979,720,185,4,72597.22,3.05
17,2026-03-20,0.7438,0.5897,711,172,7,99263.11,3.07
18,2026-03-20,0.918,0.7343,1761,436,17,256032.05,3.23
19,2026-03-20,0.6535,0.4739,747,160,5,115908.26,3.03
20,2026-03-20,0.5037,0.3521,215,22,3,21941.02,2.99
21,2026-03-20,0.61,0.4465,1098,296,5,205234.01,2.97
22,2026-03-20,0.6234,0.5244,2019,364,16,261266.4,2.45
23,2026-03-20,0.5734,0.3117,321,79,5,37171.66,2.92
24,2026-03-20,0.3246,0.2102,113,22,0,11804.92,3.24
25,2026-03-20,0.3627,0.2345,200,29,1,25590.91,2.96
26,2026-03-20,0.4012,0.2552,775,156,7,49352.32,2.6
27,2026-03-20,0.547,0.374,605,124,7,30501.17,2.72
28,2026-03-20,0.4809,0.3355,284,32,0,50770.26,3.26
29,2026-03-20,0.5822,0.4407,589,85,5,77782.57,2.44
30,2026-03-20,0.4599,0.3433,224,42,0,24081.16,2.72
31,2026-03-20,0.4923,0.3409,697,150,13,42766.53,3.06
32,2026-03-20,0.6618,0.4856,608,84,6,26470.76,2.66
33,2026-03-20,0.518,0.2936,379,38,2,59683.28,6.08
34,2026-03-20,0.4555,0.3703,417,53,0,60329.5,5.47
35,2026-03-20,0.4261,0.274,39,6,0,8273.61,6.04
36,2026-03-20,0.4285,0.294,368,68,3,26624.4,2.12
37,2026-03-20,0.5748,0.3711,533,75,4,47275.62,2.04
38,2026-03-20,0.5159,0.3822,538,72,6,25146.81,1.58
39,2026-03-20,0.378,0.2417,160,34,1,9098.84,1.96
40,2026-03-20,0.5685,0.3365,752,116,1,87255.51,1.95
41,2026-03-20,0.584,0.401,1273,309,16,149509.49,2.18
42,2026-03-20,0.6285,0.4694,550,104,2,26924.75,1.44
43,2026-03-20,0.5943,0.46,868,143,13,88010.87,1.82
44,2026-03-20,0.7403,0.5884,673,132,7,73340.32,1.66
45,2026-03-20,0.4153,0.2446,2484,505,26,153088.65,1.44
46,2026-03-20,0.8447,0.6273,1685,377,18,64040.03,1.76
47,2026-03-20,0.4791,0.2776,248,40,2,24689.58,2.04
48,2026-03-20,0.5481,0.4794,272,51,3,12995.63,1.43
49,2026-03-20,0.7529,0.5114,282,51,2,15102.69,2.56
50,2026-03-20,0.5948,0.4386,334,66,3,21882.82,1.64
51,2026-03-20,0.684,0.5853,364,88,4,24238.74,1.88
52,2026-03-20,0.7265,0.5825,1654,394,9,113531.85,2.24
53,2026-03-20,0.3258,0.1753,305,60,3,21698.09,1.88
54,2026-03-20,0.3589,0.1988,130,17,0,9058.37,2.15
